Winner,Year,State,Democratic,Republican,Independent
rep,1900,Rhode Island,35.03572186,59.74393436,0
dem,1900,South Carolina,92.95638825,7.043611745,0
rep,1900,South Dakota,41.1385294,56.72880862,0
dem,1900,Tennessee,53.03439714,44.95289564,0
dem,1900,Texas,63.11735024,30.83293605,0
rep,1900,Utah,48.29539967,50.58429643,0
rep,1900,Vermont,22.85810859,75.72938163,0
dem,1900,Virginia,55.28939321,43.81737116,0
rep,1900,Washington,41.69580745,53.43551207,0
rep,1900,West Virginia,44.7503578,54.27136361,0
rep,1900,Wisconsin,35.96895826,60.05862134,0
rep,1900,Wyoming,41.17146676,58.66245392,0
rep,1900,Washington DC,0,0,0
